Name,Type,State,"Profit /
Net Outstanding",Disbursed,Returned,"Dividends +
Interest",Warrants,Other Proceeds
Pyramid Federal Credit Union,Bank (Community Development),AZ,"$216,972","$2,500,000","$2,430,000","$286,972",$0,$0
QCR Holdings,Bank (Public),IL,"$6,049,569","$38,237,000","$38,237,000","$4,949,569","$1,100,000",$0
"QLending, Inc.",Mortgage Servicer,FL,$0,$0,$0,$0,$0,$0
Quantum Servicing Corporation,Mortgage Servicer,FL,"-$645,438","$645,438",$0,$0,$0,$0
"Quicken Loans, Inc.",Mortgage Servicer,MI,"-$29,916","$29,916",$0,$0,$0,$0
Randolph Bank & Trust Company,Bank (Private),NC,"$961,593","$6,229,000","$6,229,000","$650,593","$311,000",$0
RBC Bank (USA),Mortgage Servicer,NC,$0,$0,$0,$0,$0,$0
RCB Financial Corporation,Bank (Private),GA,"$323,155","$8,900,000","$8,073,279","$893,934","$255,942",$0
Redwood Capital Bancorp,Bank (Private),CA,"$710,626","$3,800,000","$3,800,000","$520,626","$190,000",$0
Redwood Financial,Bank (Private),MN,"$575,812","$2,995,000","$2,995,000","$425,812","$150,000",$0
Regent Bancorp,Bank (Private),FL,"-$1,226,982","$9,982,000","$7,970,737","$784,281",$0,$0
Regent Capital Corporation,Bank (Private),OK,"$480,328","$2,655,000","$2,655,000","$347,328","$133,000",$0
"Regents Bancshares, Inc.",Bank (Private),WA,"$1,894,340","$12,700,000","$12,700,000","$1,513,340","$381,000",$0
Regional Bankshares,Bank (Private),SC,"$272,618","$1,500,000","$1,391,130","$305,663","$75,825",$0
Regions Financial Corp.,Bank (Public),AL,"$638,055,555","$3,500,000,000","$3,500,000,000","$593,055,555","$45,000,000",$0
Reliance Bancshares,Bank (Private),MO,"$6,049,131","$40,000,000","$40,000,000","$3,827,111","$2,222,020",$0
Renaissance Community Development Credit Union,Bank (Community Development),NJ,"$4,242","$31,000","$31,000","$4,242",$0,$0
Residential Credit Solutions,Mortgage Servicer,TX,"-$22,063,689","$22,063,689",$0,$0,$0,$0
Resurgent Capital Services L.P.,Mortgage Servicer,SC,"-$3,202,721","$3,202,721",$0,$0,$0,$0
RG Mortgage Corporation,Mortgage Servicer,PR,"-$793,769","$793,769",$0,$0,$0,$0
Rhode Island Housing and Mortgage Finance Corporation,State Housing Orgs,RI,"-$116,019,791","$116,019,791",$0,$0,$0,$0
Ridgestone Financial Services,Bank (Private),WI,"-$1,269,893","$10,900,000","$8,876,677","$277,223","$476,207",$0
Rising Sun Bancorp,Bank (Private),MD,"-$5,787,363","$5,983,000",$0,"$195,637",$0,$0
"Riverside Bancshares, Inc.",Bank (Private),AR,"$522,714","$1,100,000","$1,100,000","$467,714","$55,000",$0
River Valley Bancorporation,Bank (Private),WI,"$4,928,275","$15,000,000","$15,000,000","$4,178,275","$750,000",$0
"RLJ Western Asset Public/Private Master Fund, L.P.",Investment Fund,DE,"$471,721,059","$1,861,578,258","$1,861,578,259","$163,979,836",$0,"$307,741,222"
"Rocket Mortgage, LLC",Mortgage Servicer,,"-$16,916","$16,916",$0,$0,$0,$0
Rockland Trust Company,Mortgage Servicer,MA,"-$26,000","$26,000",$0,$0,$0,$0
Rogers Bancshares,Bank (Private),AR,"-$24,261,979","$25,000,000",$0,"$738,021",$0,$0
RoundPoint Mortgage Servicing Corporation,Mortgage Servicer,NC,"-$2,925,697","$2,925,697",$0,$0,$0,$0
Royal Bancshares of Pennsylvania,Bank (Public),PA,"$8,411,564","$30,407,000","$30,407,000","$358,971","$1,755,000","$6,297,593"
Rushmore Loan Management Services LLC,Mortgage Servicer,CA,"-$89,542,475","$89,542,475",$0,$0,$0,$0
Saigon National,Bank (Private),CA,"$97,325","$1,549,000","$1,549,000","$20,325","$77,000",$0
Salisbury Bancorp,Bank (Public),CT,"$1,284,960","$8,816,000","$8,816,000","$1,079,960","$205,000",$0
Sandy Spring Bancorp,Bank (Public),MD,"$12,043,869","$83,094,000","$83,094,000","$7,593,869","$4,450,000",$0
Santa Clara Valley Bank,Bank (Private),CA,"-$178,674","$2,900,000","$2,440,379","$158,928","$122,019",$0
Santa Cruz Community Credit Union,Bank (Community Development),CA,"$135,430","$2,828,000","$2,607,416","$356,014",$0,$0
Santa Lucia Bancorp,Bank (Public),CA,"-$868,889","$4,000,000","$2,800,000","$331,111",$0,$0
"Santander Bank, N.A.",Mortgage Servicer,PA,"-$61,695","$61,695",$0,$0,$0,$0
"Saxon Mortgage Services, Inc.",Mortgage Servicer,TX,"-$100,807,086","$100,807,086",$0,$0,$0,$0
SBA Security Purchases,SBA Security Purchases,DC,"$8,602,850","$368,145,452","$368,145,452",$0,$0,"$8,602,850"
SBT Bancorp,Bank (Private),CT,"$717,144","$4,000,000","$4,000,000","$517,144","$200,000",$0
SCBT Financial Corp,Bank (Public),SC,"$2,515,638","$64,779,000","$64,779,000","$1,115,638","$1,400,000",$0
Schmidt Mortgage Company,Mortgage Servicer,OH,$0,$0,$0,$0,$0,$0
Schools Financial Credit Union,Mortgage Servicer,CA,"-$198,427","$198,427",$0,$0,$0,$0
SC Housing Corp,State Housing Orgs,SC,"-$317,461,821","$317,461,821",$0,$0,$0,$0
Scotiabank de Puerto Rico,Mortgage Servicer,PR,"-$2,603,545","$2,603,545",$0,$0,$0,$0
Seacoast Banking Corp,Bank (Public),FL,"-$954,530","$50,000,000","$40,404,700","$8,585,770","$55,000",$0
Seacoast Commerce Bank,Bank (Public),CA,"$353,780","$1,800,000","$1,800,000","$263,780","$90,000",$0
Seaside National Bank & Trust,Bank (Private),FL,"$844,349","$5,677,000","$5,059,038","$1,174,062","$288,249",$0
Security Bancshares of Pulaski County,Bank (Private),MO,"-$134,090","$2,152,000","$1,475,592","$449,073","$93,245",$0
Security Business Bancorp,Bank (Private),CA,"$1,085,019","$5,803,000","$5,803,000","$795,019","$290,000",$0
Security California Bancorp,Bank (Private),CA,"$1,337,698","$6,815,000","$6,815,000","$996,698","$341,000",$0
Security Capital Corporation,Bank (Private),MS,"$3,559,670","$17,910,000","$17,910,000","$3,037,670","$522,000",$0
Security Federal Corp,Bank (Public),SC,"$3,669,111","$22,000,000","$21,340,000","$4,279,111","$50,000",$0
Security State Bancshares,Bank (Private),MO,"$2,388,681","$12,500,000","$12,500,000","$1,763,681","$625,000",$0
Security State Bank Holding Company,Bank (Private),ND,"$3,091,203","$10,750,000","$10,750,000","$711,573","$720,369","$1,659,261"
Select Portfolio Servicing,Mortgage Servicer,UT,"-$1,795,331,996","$1,795,331,996",$0,$0,$0,$0
"Selene Finance, LP",Mortgage Servicer,TX,"-$17,380,512","$17,380,512",$0,$0,$0,$0
Seneca Mortgage Servicing LLC,Mortgage Servicer,NY,"-$1,401,307","$1,401,307",$0,$0,$0,$0
"Servis One, Inc. dba BSI Financial Services",Mortgage Servicer,PA,"-$39,797,723","$39,797,723",$0,$0,$0,$0
Severn Bancorp,Bank (Public),MD,"$4,276,138","$23,393,000","$23,367,267","$3,781,871","$520,000",$0
Shore Bancshares,Bank (Public),MD,"$358,333","$25,000,000","$25,000,000","$333,333","$25,000",$0
ShoreBank,Mortgage Servicer,IL,"-$346,986","$346,986",$0,$0,$0,$0
Shreveport Federal Credit Union,Bank (Community Development),LA,"$118,776","$2,646,000","$2,434,320","$330,456",$0,$0
Signature Bancshares,Bank (Private),TX,"$294,588","$1,700,000","$1,700,000","$209,588","$85,000",$0
Signature Bank,Bank (Public),NY,"$12,967,606","$120,000,000","$120,000,000","$1,816,666","$11,150,939",$0
Silver State Schools Credit Union,Mortgage Servicer,NV,"-$285,844","$285,844",$0,$0,$0,$0
SN Servicing Corporation,Mortgage Servicer,LA,"-$2,635,128","$2,635,128",$0,$0,$0,$0
Somerset Hills Bancorp,Bank (Public),NJ,"$402,685","$7,414,000","$7,414,000","$127,685","$275,000",$0
Sonoma Valley Bancorp,Bank (Private),CA,"-$8,155,836","$8,653,000","$150,000","$347,164",$0,$0
"Sortis Financial, Inc.",Mortgage Servicer,TX,"-$1,253,850","$1,253,850",$0,$0,$0,$0
Sound Banking Company,Bank (Private),NC,"$566,309","$3,070,000","$2,841,604","$643,399","$151,306",$0
"SouthCrest Financial Group, Inc.",Bank (Private),GA,"$209,014","$12,900,000","$11,587,256","$933,494","$588,264",$0
Southern Bancorp,Bank (Community Development),AR,"$2,757,744","$33,800,000","$31,434,000","$5,123,744",$0,$0
Southern Chautauqua Federal Credit Union,Bank (Community Development),NY,"$93,139","$1,709,000","$1,589,370","$212,769",$0,$0
Southern Community Financial,Bank (Public),NC,"$4,156,250","$42,750,000","$42,750,000","$4,156,250",$0,$0
Southern First Bancshares,Bank (Public),SC,"$2,102,365","$17,299,000","$15,403,722","$2,897,643","$1,100,000",$0
"Southern Heritage Bancshares, Inc.",Bank (Private),TN,"$856,113","$4,862,000","$4,862,000","$613,113","$243,000",$0
Southern Illinois Bancorp,Bank (Private),IL,"$955,472","$5,000,000","$5,000,000","$705,472","$250,000",$0
Southern Missouri Bancorp,Bank (Public),MO,"$3,954,764","$9,550,000","$9,550,000","$1,254,764","$2,700,000",$0
South Financial Group,Bank (Public),SC,"-$200,034,670","$347,000,000","$130,179,219","$16,386,111","$400,000",$0
SouthFirst Bancshares,Bank (Private),AL,"$492,464","$2,760,000","$2,722,050","$364,796","$165,617",$0
Southside Credit Union,Bank (Community Development),TX,"$67,894","$1,100,000","$1,100,000","$67,894",$0,$0
Southwest Bancorp,Bank (Public),OK,"$15,247,569","$70,000,000","$70,000,000","$12,960,372","$2,287,197",$0
Sovereign Bancshares,Bank (Private),TX,"$3,417,669","$18,215,000","$18,215,000","$2,506,669","$911,000",$0
Specialized Loan Servicing LLC,Mortgage Servicer,CO,"-$428,874,217","$428,874,217",$0,$0,$0,$0
Spirit BankCorp,Bank (Private),OK,"-$18,099,925","$30,000,000","$9,000,000","$2,261,750","$638,325",$0
Standard Bancshares,Bank (Private),IL,"$15,757,163","$60,000,000","$60,000,000","$12,757,163","$3,000,000",$0
State Bancorp,Bank (Public),NY,"$5,676,029","$36,842,000","$36,842,000","$5,572,352","$103,677",$0
State Bankshares,Bank (Private),ND,"$8,008,472","$50,000,000","$50,000,000","$5,508,472","$2,500,000",$0
"Statebridge Company, LLC",Mortgage Servicer,CO,"-$1,145,692","$1,145,692",$0,$0,$0,$0
State Capital Corp.,Bank (Private),MS,"$2,981,209","$15,750,000","$14,750,000","$3,231,209","$750,000",$0
State Street,Bank (Public),MA,"$123,611,111","$2,000,000,000","$2,000,000,000","$63,611,111","$60,000,000",$0
S&T Bancorp,Bank (Public),PA,"$16,240,099","$108,676,000","$108,676,000","$15,712,738","$527,361",$0
Stearns Financial Services,Bank (Private),MN,"$6,595,444","$24,900,000","$24,900,000","$5,350,444","$1,245,000",$0
Steele Street Bank Corporation,Bank (Private),CO,"$2,059,672","$11,019,000","$11,019,000","$1,728,672","$331,000",$0
StellarOne Corp,Bank (Public),VA,"$7,191,875","$30,000,000","$30,000,000","$4,271,875","$2,920,000",$0
Sterling Bancorp,Bank (Public),NY,"$5,869,108","$42,000,000","$42,000,000","$4,923,333","$945,775",$0
Sterling Bancshares,Bank (Public),TX,"$5,344,485","$125,198,000","$125,198,000","$2,486,571","$2,857,914",$0
Sterling Financial Corp,Bank (Public),WA,"-$181,242,791","$303,000,000","$113,338,081","$6,733,333","$825,000","$860,795"
Sterling Savings Bank,Mortgage Servicer,WA,"-$1,453,739","$1,453,739",$0,$0,$0,$0
Stewardship Financial Corp,Bank (Public),NJ,"$1,400,453","$10,000,000","$10,000,000","$1,293,055","$107,398",$0
St. Johns Bancshares,Bank (Private),MO,"$2,031,221","$3,000,000","$3,000,000","$1,881,221","$150,000",$0
Stockman Bank of Montana,Mortgage Servicer,MT,$0,$0,$0,$0,$0,$0
Stockmens Financial Corporation,Bank (Private),SD,"$2,533,554","$15,568,000","$15,568,000","$1,755,554","$778,000",$0
Stonebridge Financial Corp,Bank (Private),PA,"-$8,320,183","$10,973,000","$1,879,145","$634,609","$139,063",$0
"Suburban Illinois Bancorp, Inc.",Bank (Private),IL,"$10,244,054","$15,000,000","$15,000,000","$9,494,054","$750,000",$0
Summit State Bank,Bank (Public),CA,"$1,430,625","$8,500,000","$8,500,000","$1,115,625","$315,000",$0
Sun Bancorp,Bank (Public),NJ,"$3,203,970","$89,310,000","$89,310,000","$1,103,970","$2,100,000",$0
SunTrust,Bank (Public),GA,"$527,323,605","$4,850,000,000","$4,850,000,000","$497,256,944","$30,066,661",$0
"Sun West Mortgage Company, Inc",Mortgage Servicer,CA,$0,$0,$0,$0,$0,$0
Superior Bancorp,Bank (Public),AL,"-$64,016,667","$69,000,000",$0,"$4,983,333",$0,$0
Surrey Bancorp,Bank (Private),NC,"$314,972","$2,000,000","$2,000,000","$214,972","$100,000",$0
Susquehanna Bancshares,Bank (Public),PA,"$28,991,401","$300,000,000","$300,000,000","$23,722,222","$5,269,179",$0
SVB Financial Group,Bank (Public),CA,"$18,929,027","$235,000,000","$235,000,000","$12,109,027","$6,820,000",$0
"SV Financial, Inc.",Bank (Private),IL,"$721,382","$4,000,000","$4,000,000","$521,382","$200,000",$0
Sword Financial Corporation,Bank (Private),WI,"$3,375,233","$13,644,000","$13,644,000","$2,693,233","$682,000",$0
Synovus Financial Corp.,Bank (Public),GA,"$223,149,526","$967,870,000","$967,870,000","$222,744,526","$405,000",$0
Syringa Bancorp,Bank (Private),ID,"-$7,746,878","$8,000,000",$0,"$253,122",$0,$0
TALF LLC,TALF,DE,"$649,307,823","$100,000,000","$100,000,000",$0,$0,"$649,307,823"
Taylor Capital,Bank (Public),IL,"$16,022,174","$104,823,000","$92,254,460","$18,751,441","$9,839,273",$0
TCB Corporation,Bank (Private),SC,"$1,891,380","$9,720,000","$9,720,000","$1,599,380","$292,000",$0
TCB Holding Company,Bank (Private),TX,"-$11,039,168","$11,730,000",$0,"$690,832",$0,$0
TCF Financial,Bank (Public),MN,"$17,375,699","$361,172,000","$361,172,000","$7,925,718","$9,449,980",$0
TCNB Financial Corp,Bank (Private),OH,"$384,611","$2,000,000","$2,000,000","$284,611","$100,000",$0
Technology Credit Union,Mortgage Servicer,CA,"-$470,513","$470,513",$0,$0,$0,$0
Tennessee Commerce Bancorp,Bank (Public),TN,"-$26,766,667","$30,000,000",$0,"$3,233,333",$0,$0
Tennessee Housing Development Agency,State Housing Orgs,TN,"-$302,336,993","$302,336,993",$0,$0,$0,$0
Tennessee Valley Financial Holdings,Bank (Private),TN,"$331,713","$3,000,000","$3,000,000","$146,241","$144,142","$41,330"
Texas Capital Bancshares,Bank (Public),TX,"$7,777,816","$75,000,000","$75,000,000","$1,218,750","$6,559,066",$0
Texas National Bancorporation,Bank (Private),TX,"$494,307","$3,981,000","$3,981,000","$295,307","$199,000",$0
The ANB Corporation,Bank (Private),TX,"$3,234,499","$20,000,000","$20,000,000","$2,234,499","$1,000,000",$0
The Bancorp,Bank (Public),DE,"$7,410,660","$45,220,000","$45,220,000","$2,656,675","$4,753,985",$0
The Bank of Currituck,Bank (Private),NC,"-$2,108,316","$4,021,000","$1,742,850","$169,834",$0,$0
The Bank of Kentucky,Bank (Public),KY,"$6,091,343","$34,000,000","$34,000,000","$3,940,694","$2,150,649",$0
The Baraboo Bancorporation,Bank (Private),WI,"-$2,725,169","$20,749,000","$13,399,227","$3,766,126","$858,478",$0
The Bryn Mawr Trust Co,Mortgage Servicer,PA,"-$56,067","$56,067",$0,$0,$0,$0
The First Bancorp,Bank (Public),ME,"$4,734,097","$25,000,000","$25,000,000","$4,332,986","$401,111",$0
The First Bancshares,Bank (Public),MS,"$1,634,712","$17,123,000","$15,925,000","$2,530,302","$302,410",$0
The Freeport State Bank,Bank (Private),KS,"$78,459","$301,000","$301,000","$63,459","$15,000",$0
The Golden 1 Credit Union,Mortgage Servicer,CA,"-$4,034,100","$4,034,100",$0,$0,$0,$0
The Landrum Company,Bank (Private),MO,"$2,580,291","$15,000,000","$15,000,000","$1,830,291","$750,000",$0
The Little Bank,Bank (Private),NC,"$1,646,330","$7,500,000","$7,285,410","$1,489,670","$371,250",$0
The Magnolia State Corporation,Bank (Community Development),MS,"$1,354,393","$7,922,000","$7,922,000","$1,354,393",$0,$0
The Private Bank of California,Bank (Private),CA,"$1,024,753","$5,450,000","$5,450,000","$751,753","$273,000",$0
The Queensborough Company,Bank (Private),GA,"$1,065,246","$12,000,000","$11,605,572","$882,900","$576,774",$0
The State Bank of Bartley,Bank (Private),NE,"$333,299","$1,697,000","$1,697,000","$282,299","$51,000",$0
The Victory Bank,Bank (Private),PA,"$276,184","$2,046,000","$2,046,000","$215,184","$61,000",$0
Thurston Union of Low Income People (TULIP) Cooperative Credit Union,Bank (Community Development),WA,"$5,593","$75,000","$71,205","$9,388",$0,$0
TIAA FSB,Mortgage Servicer,FL,"-$24,709","$24,709",$0,$0,$0,$0
TIB Financial Corp,Bank (Public),FL,"-$23,555,641","$37,000,000","$12,119,637","$1,284,722","$40,000",$0
Tidelands Bancshares,Bank (Public),SC,"-$4,267,800","$14,448,000","$8,984,227","$1,195,973",$0,$0
Tifton Banking Company,Bank (Private),GA,"-$3,576,792","$3,800,000",$0,"$223,208",$0,$0
Timberland Bancorp,Bank (Public),WA,"$2,420,171","$16,641,000","$14,412,687","$3,346,628","$1,301,856",$0
Titonka Bancshares,Bank (Private),IA,"$452,493","$2,117,000","$2,117,000","$346,493","$106,000",$0
Todd Bancshares,Bank (Private),KY,"$1,210,672","$4,000,000","$4,000,000","$1,010,672","$200,000",$0
Tongass Federal Credit Union,Bank (Community Development),AK,"$154,666","$1,600,000","$1,552,000","$202,666",$0,$0
TowneBank,Bank (Public),VA,"$12,119,166","$76,458,000","$76,458,000","$10,619,166","$1,500,000",$0
Treaty Oak Bancorp,Bank (Private),TX,"-$2,575,585","$3,268,000","$500,000","$192,415",$0,$0
Triad Bancorp,Bank (Private),MO,"$686,326","$3,700,000","$3,700,000","$501,326","$185,000",$0
Tri-County Financial Corp,Bank (Private),MD,"$3,113,117","$15,540,000","$15,540,000","$2,336,117","$777,000",$0
Trinity Capital Corporation,Bank (Private),NM,"-$894,525","$35,539,000","$26,396,503","$6,592,185","$1,655,787",$0
Tri-State Bank of Memphis,Bank (Community Development),TN,"$431,224","$2,795,000","$2,795,000","$431,224",$0,$0
TriState Capital Holdings,Bank (Private),PA,"$5,642,402","$23,000,000","$23,000,000","$4,492,402","$1,150,000",$0
TriSummit Bank,Bank (Private),TN,"-$505,582","$7,002,000","$5,198,986","$1,172,766","$124,666",$0
Truist Financial Corporation,Mortgage Servicer,VA,"-$1,279,161","$1,279,161",$0,$0,$0,$0
Trustmark Corp,Bank (Public),MS,"$21,287,500","$215,000,000","$215,000,000","$11,287,500","$10,000,000",$0
Tulane-Loyola Federal Credit Union,Bank (Community Development),LA,"$66,756","$424,000","$424,000","$66,756",$0,$0
Two Rivers Financial Group,Bank (Private),IA,"$2,075,133","$12,000,000","$12,000,000","$1,475,133","$600,000",$0
UBT Banchares,Bank (Private),KS,"$1,684,911","$8,950,000","$8,950,000","$1,234,911","$450,000",$0
UCBH Holdings,Bank (Public),CA,"-$291,226,980","$298,737,000",$100,"$7,509,920",$0,$0
Umpqua,Bank (Public),OR,"$17,975,554","$214,181,000","$214,181,000","$13,475,554","$4,500,000",$0
Umpqua Bank,Mortgage Servicer,OR,"-$491,167","$491,167",$0,$0,$0,$0
Unify Financial Federal Credit Union,Mortgage Servicer,CA,"-$153,637","$153,637",$0,$0,$0,$0
Union Bank & Trust Company,Bank (Private),NC,"$840,293","$6,191,000","$6,191,000","$680,293","$160,000",$0
Union Baptist Church Federal Credit Union,Bank (Community Development),IN,"$1,600","$10,000","$10,000","$1,600",$0,$0
Union Financial Corporation,Bank (Private),NM,"$460,872","$2,179,000","$2,179,000","$395,872","$65,000",$0
Union First Market Bankshares Corporation,Bank (Public),VA,"$10,080,832","$92,900,000","$94,595,000","$7,935,832","$450,000",$0
Union Settlement Federal Credit Union,Bank (Community Development),NY,-$407,"$295,000","$271,714","$22,879",$0,$0
United American Bank,Bank (Private),CA,"-$5,217,343","$8,700,000","$3,319,050",$0,"$163,607",$0
United Bancorp,Bank (Public),MI,"-$284,075","$20,600,000","$16,750,221","$3,527,704","$38,000",$0
"United Bancorporation of Alabama, Inc.",Bank (Public),AL,"$2,160,535","$10,300,000","$10,300,000","$2,150,410","$10,125",$0
United Bank,Mortgage Servicer,GA,"-$177,242","$177,242",$0,$0,$0,$0
United Bank Corporation,Bank (Private),GA,"$4,482,079","$14,400,000","$14,400,000","$3,762,079","$720,000",$0
United Bank of Michigan,Mortgage Servicer,MI,"-$384,127","$384,127",$0,$0,$0,$0
United Community Banks,Bank (Public),GA,"$30,367,527","$180,000,000","$171,517,500","$38,843,350","$6,677",$0
United Financial Banking Companies,Bank (Private),VA,"$991,965","$5,658,000","$5,658,000","$708,965","$283,000",$0
Unity Bancorp,Bank (Public),NJ,"$7,364,819","$20,649,000","$20,649,000","$4,657,505","$2,707,314",$0
Universal Bancorp,Bank (Private),IN,"$2,265,548","$9,900,000","$9,406,089","$2,278,071","$481,387",$0
"University Financial Corp, Inc.",Bank (Community Development),MN,"$2,618,727","$22,115,000","$22,115,000","$2,618,727",$0,$0
UNO Federal Credit Union,Bank (Community Development),LA,"$43,754","$743,000","$743,000","$43,754",$0,$0
Urban Partnership Bank,Mortgage Servicer,IL,"-$887,669","$887,669",$0,$0,$0,$0
U.S. Bancorp,Bank (Public),MN,"$334,220,416","$6,599,000,000","$6,599,000,000","$195,220,416","$139,000,000",$0
U.S. Bank National Association,Mortgage Servicer,KY,"-$200,343,166","$200,343,166",$0,$0,$0,$0
U.S. Century Bank,Bank (Private),FL,"-$37,165,592","$50,236,000","$11,738,143","$745,311","$586,953",$0
US Metro Bank,Bank (Private),CA,"$604,216","$2,861,000","$2,861,000","$461,216","$143,000",$0
"UST/TCW Senior Mortgage Securities Fund, L.P.",Investment Fund,DE,"$20,986,495","$356,250,000","$356,250,000","$20,986,495",$0,$0
Uwharrie Capital Corp,Bank (Private),NC,"$2,916,040","$10,000,000","$10,000,000","$2,416,040","$500,000",$0
Valley Commerce Bancorp,Bank (Private),CA,"$1,703,403","$7,700,000","$7,700,000","$1,318,403","$385,000",$0
Valley Community Bank,Bank (Public),CA,"-$2,502,909","$5,500,000","$2,296,800","$629,476","$70,815",$0
Valley Financial Corp,Bank (Public),VA,"$5,292,673","$16,019,000","$16,019,000","$3,744,781","$1,547,891",$0
"Valley Financial Group, Ltd., 1st State Bank",Bank (Private),MI,"$189,776","$1,300,000","$1,300,000","$124,776","$65,000",$0
Valley National,Bank (Public),NJ,"$18,400,781","$300,000,000","$300,000,000","$12,979,166","$5,421,615",$0
"Valon Mortgage, Inc.",Mortgage Servicer,,"-$10,300","$10,300",$0,$0,$0,$0
"Vantagesouth Bancshares, Inc.",Bank (Public),NC,"$8,915,465","$24,900,000","$24,900,000","$7,234,465","$1,681,000",$0
Vigo County Federal Credit Union,Bank (Community Development),IN,"$95,323","$1,229,000","$1,197,868","$126,455",$0,$0
Village Bank and Trust Financial Corp,Bank (Public),VA,"-$7,747,407","$14,738,000","$5,672,361","$1,318,232",$0,$0
Virginia Commerce Bancorp,Bank (Public),VA,"$47,453,139","$71,000,000","$71,000,000","$14,190,139","$33,263,000",$0
"Virginia Community Capital, Inc.",Bank (Community Development),VA,"$220,757","$1,915,000","$1,915,000","$220,757",$0,$0
Virginia Company Bank,Bank (Private),VA,"-$955,554","$4,700,000","$2,868,974","$786,990","$88,481",$0
Vision Bank - Texas,Bank (Private),TX,"$398,263","$1,500,000","$1,500,000","$323,263","$75,000",$0
Vist Financial Corp,Mortgage Servicer,PA,$0,$0,$0,$0,$0,$0
VIST Financial Corp,Bank (Public),PA,"$5,710,646","$25,000,000","$25,000,000","$4,520,833","$1,189,813",$0
"Wachovia Mortgage, FSB",Mortgage Servicer,IA,"-$238,889","$238,889",$0,$0,$0,$0
"Wachusett Financial Services, Inc.",Bank (Private),MA,"$2,731,826","$12,000,000","$12,000,000","$2,253,826","$478,000",$0
Wainwright Bank & Trust,Bank (Public),MA,"$1,592,311","$22,000,000","$22,000,000","$1,023,611","$568,700",$0
Wallick and Volk,Mortgage Servicer,WY,"-$21,330","$21,330",$0,$0,$0,$0
Washington Banking Company,Bank (Public),WA,"$4,248,344","$26,380,000","$26,380,000","$2,623,344","$1,625,000",$0
Washington Federal Inc.,Bank (Public),WA,"$20,749,985","$200,000,000","$200,000,000","$5,361,111","$15,388,874",$0
"WashingtonFirst Bankshares, Inc.",Bank (Private),VA,"$1,842,319","$13,475,000","$13,475,000","$1,510,319","$332,000",$0
Waukesha Bankshares,Bank (Private),WI,"$773,892","$5,625,000","$5,161,674","$1,071,379","$165,839",$0
Wealthbridge Mortgage Corp,Mortgage Servicer,OR,$0,$0,$0,$0,$0,$0
"Webster Bank, N.A.",Mortgage Servicer,CT,"-$13,000","$13,000",$0,$0,$0,$0
Webster Financial,Bank (Public),CT,"$57,083,286","$400,000,000","$400,000,000","$36,694,444","$20,388,842",$0
"Wellington Management Legacy Securities PPIF Master Fund, LP",Investment Fund,DE,"$702,530,334","$3,448,461,000","$3,448,461,001","$203,952,636",$0,"$498,577,697"
Wells Fargo,Bank (Public),CA,"$2,281,347,113","$25,000,000,000","$25,000,000,000","$1,440,972,222","$840,374,891",$0
"Wells Fargo Bank, NA",Mortgage Servicer,IA,"-$3,398,928,235","$3,398,928,235",$0,$0,$0,$0
WesBanco,Bank (Public),WV,"$6,050,697","$75,000,000","$75,000,000","$2,854,166","$3,196,531",$0
Wesbanco Bank Inc.,Mortgage Servicer,WV,"-$7,354","$7,354",$0,$0,$0,$0
Wescom Central Credit Union,Mortgage Servicer,CA,"-$1,949,423","$1,949,423",$0,$0,$0,$0
Westamerica Bancorporation,Bank (Public),CA,"$3,634,236","$83,726,000","$83,726,000","$2,755,980","$878,256",$0
West Bancorporation,Bank (Public),IA,"$5,195,000","$36,000,000","$36,000,000","$4,495,000","$700,000",$0
Western Alliance Bancorporation,Bank (Public),NV,"$20,365,000","$140,000,000","$140,000,000","$19,950,000","$415,000",$0
Western Community Bancshares,Bank (Private),CA,"-$6,735,917","$7,290,000",$0,"$554,083",$0,$0
Western Illinois Bancshares,Bank (Private),IL,"$1,772,412","$11,422,000","$10,749,600","$2,102,192","$342,620",$0
"Western Reserve Bancorp, Inc",Bank (Private),OH,"$1,142,202","$4,700,000","$4,700,000","$907,202","$235,000",$0
"Weststar Mortgage, Inc.",Mortgage Servicer,VA,$0,$0,$0,$0,$0,$0
White River Bancshares Company,Bank (Private),AR,"$2,602,245","$16,800,000","$16,800,000","$1,589,583","$1,012,662",$0
Whitney Holding Corp,Bank (Public),LA,"$43,733,333","$300,000,000","$300,000,000","$36,833,333","$6,900,000",$0
Wilmington Trust Corporation,Bank (Public),DE,"$39,920,833","$330,000,000","$330,000,000","$39,920,833",$0,$0
Wilshire Bancorp,Bank (Public),CA,"$6,651,170","$62,158,000","$57,766,994","$10,282,176","$760,000",$0
Wintrust Financial Corp,Bank (Public),IL,"$50,704,730","$250,000,000","$250,000,000","$25,104,166","$25,600,564",$0
Workers United Federal Credit Union,Bank (Community Development),NY,"$2,822","$57,000","$57,000","$2,822",$0,$0
"Worthington Financial Holdings, Inc.",Bank (Private),AL,"$60,391","$2,720,000","$2,318,851","$370,600","$90,940",$0
WSFS Financial,Bank (Public),DE,"$5,015,859","$52,625,000","$47,435,299","$8,405,560","$1,800,000",$0
WTB Financial Corp,Bank (Private),WA,"$21,236,874","$110,000,000","$110,000,000","$15,736,874","$5,500,000",$0
Yadkin Valley Bank,Mortgage Servicer,NC,"-$144,486","$144,486",$0,$0,$0,$0
